method,sample,class,y_pred
PCC,IFCB1_2009_087_005743,Ciliate,0.0025233813117157
PCC,IFCB1_2009_087_005743,Diatom,0.0306373459501365
PCC,IFCB1_2009_087_005743,Dinoflagellata,0.0051955713464917
PCC,IFCB1_2009_087_005743,Flagellate,0.9470670999771652
PCC,IFCB1_2009_087_005743,Other,0.0145766014144905
PCC,IFCB1_2009_067_183223,Ciliate,0.0045870531073177
PCC,IFCB1_2009_067_183223,Diatom,0.060519208288216
PCC,IFCB1_2009_067_183223,Dinoflagellata,0.0174308007112263
PCC,IFCB1_2009_067_183223,Flagellate,0.8981974349584022
PCC,IFCB1_2009_067_183223,Other,0.0192655029348376
PCC,IFCB5_2010_239_191241,Ciliate,0.0063649775123299
PCC,IFCB5_2010_239_191241,Diatom,0.1173197311230148
PCC,IFCB5_2010_239_191241,Dinoflagellata,0.0237179555798317
PCC,IFCB5_2010_239_191241,Flagellate,0.423821926674951
PCC,IFCB5_2010_239_191241,Other,0.4287754091098725
PCC,IFCB1_2009_022_002654,Ciliate,0.0082866745935357
PCC,IFCB1_2009_022_002654,Diatom,0.2890005642406543
PCC,IFCB1_2009_022_002654,Dinoflagellata,0.0113982804272963
PCC,IFCB1_2009_022_002654,Flagellate,0.5838151759495329
PCC,IFCB1_2009_022_002654,Other,0.1074993047889808
PCC,IFCB5_2011_188_154936,Ciliate,0.0068128218687696
PCC,IFCB5_2011_188_154936,Diatom,0.1446024923716133
PCC,IFCB5_2011_188_154936,Dinoflagellata,0.0089571876397346
PCC,IFCB5_2011_188_154936,Flagellate,0.5569795740366156
PCC,IFCB5_2011_188_154936,Other,0.2826479240832666
PCC,IFCB1_2011_255_201526,Ciliate,0.0035684705839863
PCC,IFCB1_2011_255_201526,Diatom,0.0683070800184662
PCC,IFCB1_2011_255_201526,Dinoflagellata,0.0125818243842661
PCC,IFCB1_2011_255_201526,Flagellate,0.8356655276208692
PCC,IFCB1_2011_255_201526,Other,0.079877097392412
PCC,IFCB5_2011_096_093323,Ciliate,0.001541966025442
PCC,IFCB5_2011_096_093323,Diatom,0.0313810655341617
PCC,IFCB5_2011_096_093323,Dinoflagellata,0.002930173661209
PCC,IFCB5_2011_096_093323,Flagellate,0.6586987640687203
PCC,IFCB5_2011_096_093323,Other,0.3054480307104669
PCC,IFCB5_2011_187_192331,Ciliate,0.0056662564926065
PCC,IFCB5_2011_187_192331,Diatom,0.1419675825379396
PCC,IFCB5_2011_187_192331,Dinoflagellata,0.0077773080817845
PCC,IFCB5_2011_187_192331,Flagellate,0.574211734516178
PCC,IFCB5_2011_187_192331,Other,0.2703771183714913
PCC,IFCB1_2013_302_172158,Ciliate,0.0002436979456323
PCC,IFCB1_2013_302_172158,Diatom,0.1031013807423446
PCC,IFCB1_2013_302_172158,Dinoflagellata,0.0096621038218813
PCC,IFCB1_2013_302_172158,Flagellate,0.8179528053984032
PCC,IFCB1_2013_302_172158,Other,0.0690400120917386
PCC,IFCB5_2011_326_190312,Ciliate,0.0028489820036048
PCC,IFCB5_2011_326_190312,Diatom,0.0852560210963733
PCC,IFCB5_2011_326_190312,Dinoflagellata,0.0069625693455944
PCC,IFCB5_2011_326_190312,Flagellate,0.5447497976978474
PCC,IFCB5_2011_326_190312,Other,0.3601826298565798
PCC,IFCB5_2011_361_065809,Ciliate,0.0010447216560381
PCC,IFCB5_2011_361_065809,Diatom,0.0736785608806973
PCC,IFCB5_2011_361_065809,Dinoflagellata,0.0089333469687517
PCC,IFCB5_2011_361_065809,Flagellate,0.7308042732043466
PCC,IFCB5_2011_361_065809,Other,0.1855390972901661
PCC,IFCB5_2013_172_191550,Ciliate,0.0094721474101317
PCC,IFCB5_2013_172_191550,Diatom,0.2810856216601416
PCC,IFCB5_2013_172_191550,Dinoflagellata,0.033239731707649
PCC,IFCB5_2013_172_191550,Flagellate,0.5914066588600678
PCC,IFCB5_2013_172_191550,Other,0.0847958403620098
PCC,IFCB1_2009_133_183845,Ciliate,0.0074513903144588
PCC,IFCB1_2009_133_183845,Diatom,0.0350622879913189
PCC,IFCB1_2009_133_183845,Dinoflagellata,0.050881993181976
PCC,IFCB1_2009_133_183845,Flagellate,0.8336425907199818
PCC,IFCB1_2009_133_183845,Other,0.0729617377922644
PCC,IFCB1_2009_249_005006,Ciliate,0.0006507111212241
PCC,IFCB1_2009_249_005006,Diatom,0.0510383262395264
PCC,IFCB1_2009_249_005006,Dinoflagellata,0.0062138967248325
PCC,IFCB1_2009_249_005006,Flagellate,0.8554837494418436
PCC,IFCB1_2009_249_005006,Other,0.0866133164725733
PCC,IFCB1_2013_001_075331,Ciliate,0.0068757611891048
PCC,IFCB1_2013_001_075331,Diatom,0.2565412650074594
PCC,IFCB1_2013_001_075331,Dinoflagellata,0.0163977641217032
PCC,IFCB1_2013_001_075331,Flagellate,0.4733949285994359
PCC,IFCB1_2013_001_075331,Other,0.2467902810822966
PCC,IFCB5_2013_127_200102,Ciliate,0.0150362815871168
PCC,IFCB5_2013_127_200102,Diatom,0.0427880848255931
PCC,IFCB5_2013_127_200102,Dinoflagellata,0.0353138307955853
PCC,IFCB5_2013_127_200102,Flagellate,0.8002478924532722
PCC,IFCB5_2013_127_200102,Other,0.1066139103384325
PCC,IFCB1_2012_122_212138,Ciliate,0.0022699531514012
PCC,IFCB1_2012_122_212138,Diatom,0.1363401051595885
PCC,IFCB1_2012_122_212138,Dinoflagellata,0.0173147352869737
PCC,IFCB1_2012_122_212138,Flagellate,0.7011122160562644
PCC,IFCB1_2012_122_212138,Other,0.1429629903457721
PCC,IFCB1_2011_270_191038,Ciliate,0.002453881914473
PCC,IFCB1_2011_270_191038,Diatom,0.0872425915823607
PCC,IFCB1_2011_270_191038,Dinoflagellata,0.0106161858885482
PCC,IFCB1_2011_270_191038,Flagellate,0.8559757715309523
PCC,IFCB1_2011_270_191038,Other,0.0437115690836657
PCC,IFCB5_2011_082_160706,Ciliate,0.0035790942272936
PCC,IFCB5_2011_082_160706,Diatom,0.0339046440893706
PCC,IFCB5_2011_082_160706,Dinoflagellata,0.009421355314266
PCC,IFCB5_2011_082_160706,Flagellate,0.7047250967668117
PCC,IFCB5_2011_082_160706,Other,0.2483698096022578
PCC,IFCB1_2009_262_184307,Ciliate,0.0039920944764093
PCC,IFCB1_2009_262_184307,Diatom,0.0621141021674304
PCC,IFCB1_2009_262_184307,Dinoflagellata,0.0205225170858207
PCC,IFCB1_2009_262_184307,Flagellate,0.6703877200788223
PCC,IFCB1_2009_262_184307,Other,0.2429835661915171
PCC,IFCB1_2011_260_221456,Ciliate,0.0050722554607334
PCC,IFCB1_2011_260_221456,Diatom,0.0959128157083573
PCC,IFCB1_2011_260_221456,Dinoflagellata,0.0166018665227996
PCC,IFCB1_2011_260_221456,Flagellate,0.7986917928554285
PCC,IFCB1_2011_260_221456,Other,0.0837212694526811
PCC,IFCB1_2009_267_004410,Ciliate,0.0126748410680573
PCC,IFCB1_2009_267_004410,Diatom,0.0738333802667592
PCC,IFCB1_2009_267_004410,Dinoflagellata,0.0228553062907518
