method,sample,class,y_pred
EMQ,IFCB1_2009_087_005743,Ciliate,0.0028885103605618
EMQ,IFCB1_2009_087_005743,Diatom,0.0151467848295652
EMQ,IFCB1_2009_087_005743,Dinoflagellata,0.006011291336075
EMQ,IFCB1_2009_087_005743,Flagellate,0.9759534128300876
EMQ,IFCB1_2009_087_005743,Other,6.437101493488915e-10
EMQ,IFCB1_2009_067_183223,Ciliate,0.0052702543149827
EMQ,IFCB1_2009_067_183223,Diatom,0.0535742057581244
EMQ,IFCB1_2009_067_183223,Dinoflagellata,0.0362621903029171
EMQ,IFCB1_2009_067_183223,Flagellate,0.9048818881902574
EMQ,IFCB1_2009_067_183223,Other,1.1461433717726382e-05
EMQ,IFCB5_2010_239_191241,Ciliate,0.0059043967227022
EMQ,IFCB5_2010_239_191241,Diatom,0.0968117134228435
EMQ,IFCB5_2010_239_191241,Dinoflagellata,0.0566319101929074
EMQ,IFCB5_2010_239_191241,Flagellate,0.1464064022336608
EMQ,IFCB5_2010_239_191241,Other,0.6942455774278864
EMQ,IFCB1_2009_022_002654,Ciliate,0.0114183050552592
EMQ,IFCB1_2009_022_002654,Diatom,0.3338757479680918
EMQ,IFCB1_2009_022_002654,Dinoflagellata,0.0120832485972101
EMQ,IFCB1_2009_022_002654,Flagellate,0.5719612886012717
EMQ,IFCB1_2009_022_002654,Other,0.0706614097781659
EMQ,IFCB5_2011_188_154936,Ciliate,0.007743974378348
EMQ,IFCB5_2011_188_154936,Diatom,0.191447405456909
EMQ,IFCB5_2011_188_154936,Dinoflagellata,0.009238728684076
EMQ,IFCB5_2011_188_154936,Flagellate,0.3132431119537386
EMQ,IFCB5_2011_188_154936,Other,0.4783267795269266
EMQ,IFCB1_2011_255_201526,Ciliate,0.0038922781743407
EMQ,IFCB1_2011_255_201526,Diatom,0.0643188915299369
EMQ,IFCB1_2011_255_201526,Dinoflagellata,0.0265831773476987
EMQ,IFCB1_2011_255_201526,Flagellate,0.8574306470972336
EMQ,IFCB1_2011_255_201526,Other,0.0477750058507901
EMQ,IFCB5_2011_096_093323,Ciliate,0.0011640495158702
EMQ,IFCB5_2011_096_093323,Diatom,0.0001480186470653
EMQ,IFCB5_2011_096_093323,Dinoflagellata,5.112472180712011e-05
EMQ,IFCB5_2011_096_093323,Flagellate,0.322016181782674
EMQ,IFCB5_2011_096_093323,Other,0.6766206253325835
